URL,Headline,Content_Pubdate,Content_Subtitle,Content_Wrapper
https://www.mprnews.org/story/2011/12/02/teachers-union-charter-school,Minneapolis teacher's union approved to authorize charter schools,"December 2, 2011 5:25 PM",NA,NA
https://www.mprnews.org/story/2017/02/21/teachers-of-color-itch-proposals-to-increase-ranks,Teachers of color pitch proposals to increase ranks,"February 21, 2017 1:57 PM",NA,NA
https://www.mprnews.org/story/2019/01/04/minnesotas-new-ed-chief-doesnt-want-to-arm-teachers,Minnesota's new ed chief doesn't want to arm teachers,"January 4, 2019 5:19 PM",NA,NA
https://www.mprnews.org/story/2019/01/28/minnesota-education-commissioner-ricker-walz-teaching,New Minnesota schools chief brings a teacher's eye to the job,"January 28, 2019 4:00 AM",NA,NA
https://www.mprnews.org/story/2010/03/31/does-the-teachers-union-play-a-positive-role-in-minnesota-schools,Does the teachers’ union play a positive role in Minnesota schools?,"March 31, 2010 12:00 AM",NA,NA
https://www.mprnews.org/story/2019/03/04/teacher-licensing-minnesota-tougher-standards-bill,Minnesota House panel eyes tougher teacher licensing standards,"March 4, 2019 5:47 PM",NA,NA
https://www.mprnews.org/story/2019/02/04/duluth-schools-mockingbird,"Duluth teachers, district grapple with how to move on from 'Mockingbird'","February 4, 2019 4:00 AM",NA,NA
https://www.mprnews.org/story/2014/07/31/minnesota-school-diverse-staff,"To serve diverse students, school districts try to help minorities earn teaching licenses","July 31, 2014 6:13 PM",NA,NA
https://www.mprnews.org/story/2017/05/18/dayton-vetoes-bill-for-teacher-licensing-overhaul,Dayton vetoes bill for teacher licensing overhaul,"May 18, 2017 1:49 PM",NA,NA
https://www.mprnews.org/story/2014/01/15/st-paul-charter-schools-teachers-join-union,St. Paul charter school's teachers join union,"January 15, 2014 10:44 AM",NA,NA
https://www.mprnews.org/story/2007/03/19/teacherspres2,State's largest teachers union has new president,"March 19, 2007 10:38 AM",NA,NA
https://www.mprnews.org/story/2009/05/14/new-teacher-layoffs-may-have-broader-impact-on-minn-education,New teacher layoffs may have broader impact on Minn. education,"May 14, 2009 3:00 AM",NA,NA
https://www.mprnews.org/story/2010/07/09/teachers-union-charter-schools,Mpls. teachers' union wants power to authorize new charter schools,"July 9, 2010 1:54 PM",NA,NA
https://www.mprnews.org/story/2009/05/03/teacherofyear,Minneapolis teacher named 'Teacher of the year',"May 3, 2009 6:50 PM",NA,NA
https://www.mprnews.org/story/2011/03/06/teachers-union-alternative-licensure,Minn. teachers' union upset over alternative licensure bill,"March 6, 2011 8:52 PM",NA,NA
https://www.mprnews.org/story/2017/03/29/why-did-you-become-a-teacher,Why did you become a teacher?,"March 29, 2017 6:12 AM",NA,NA
https://www.mprnews.org/story/2007/08/20/midmorning1,Summer school for teachers?,"August 20, 2007 12:00 AM",NA,NA
https://www.mprnews.org/story/2021/01/19/its-back-to-school-again-for-many-of-minnesotas-youngest-students,It’s back to school — again — for many of Minnesota’s youngest students,"January 19, 2021 4:00 AM",NA,NA
https://www.mprnews.org/story/2012/06/14/with-school-out-teachers-talk-about-burnout,"With school out, teachers talk about burnout","June 14, 2012 4:00 AM",NA,NA
https://www.mprnews.org/story/2013/07/23/teachers-say-digital-technology-helps-and-hurts-student-writing,Teachers say digital technology helps and hurts student writing,"July 23, 2013 4:00 AM",NA,NA
https://www.mprnews.org/story/2011/02/28/teacher-licensure-deal,"Dayton, GOP compromise on alternative teacher licensure","February 28, 2011 10:13 AM",NA,NA
https://www.mprnews.org/story/2010/05/02/teacherofyear,"For Minnesota's new Teacher of the Year, achievement gap is an everyday reality","May 2, 2010 4:17 PM",NA,NA
https://www.mprnews.org/story/2020/04/02/tech-frustrations-inequity-and-silver-linings-minnesotas-first-week-of-distance-learning,"Tech frustrations, inequity and silver linings: Minnesota’s first week of distance learning","April 2, 2020 6:25 PM",NA,NA
https://www.mprnews.org/story/2016/04/05/teachers-union-pushes-surplus-funds-achievement-gap,MN teachers union wants surplus money to boost racial equity in schools,"April 5, 2016 4:51 PM",NA,NA
https://www.mprnews.org/story/2010/06/07/education-reform,"Even after Pawlenty, teacher reform to remain a hot topic","June 7, 2010 1:46 PM",NA,NA
https://www.mprnews.org/story/2011/02/03/alternative-teacher-license,Senate approves new pathways to teaching,"February 3, 2011 5:22 PM",NA,NA
https://www.mprnews.org/story/2017/04/27/wright,Minn. teacher leads National Black Anthem in Oval Office,"April 27, 2017 1:38 PM",NA,NA
https://www.mprnews.org/story/2009/05/20/teachers-union-president-predicts-1000-layoffs,"Teachers' union president predicts 1,000 layoffs","May 20, 2009 2:00 PM",NA,NA
https://www.mprnews.org/story/2020/02/21/st-paul-educators-voted-for-a-strike-heres-what-that-means,St. Paul educators voted for a strike. Here’s what that means,"February 21, 2020 12:02 PM",NA,NA
https://www.mprnews.org/story/2020/01/30/science-helps-minneapolis-school-turn-the-page-on-reading-skills,Science helps Minneapolis school turn the page on reading skills,"January 30, 2020 4:00 AM",NA,NA
https://www.mprnews.org/story/2013/08/02/teach-for-america-struggling-for-support-in-minn,Teach for America struggling for support in Minn.,"August 2, 2013 4:00 AM",NA,NA
https://www.mprnews.org/story/2010/10/27/teacher-back-pay,Arbitrator rules Minneapolis schools owe teachers back pay,"October 27, 2010 10:05 AM",NA,NA
https://www.mprnews.org/story/2023/11/27/st-cloud-state-president-robbyn-wacker-to-leave-university,St. Cloud State president Robbyn Wacker to leave university,"November 27, 2023 2:15 PM",NA,NA
https://www.mprnews.org/episode/2021/02/02/davis-how-teachers-are-answering-the-call-for-more-civics-education,How teachers are answering the call for more civics education,"February 2, 2021 5:41 PM",NA,NA
https://www.mprnews.org/story/2023/10/25/is-your-college-degree-worth-it-this-tool-from-deed-can-tell-you,Is your college degree worth it? This tool from DEED can tell you,"October 25, 2023 9:00 AM",NA,NA
https://www.mprnews.org/story/2023/12/04/novelist-brian-durens-new-gravity,Minnesota novelist Brian Duren's new 'Gravity' ,"December 4, 2023 4:11 AM",NA,NA
https://www.mprnews.org/story/2023/11/30/child-care-spending-minnesota-dfl-lawmakers-eye-big-boost,DFL lawmakers eye big boost in child care spending,"November 30, 2023 4:00 AM",NA,NA
https://www.mprnews.org/story/2023/11/30/npr-israel-hamas-jerusalem-attack-hostages-captives-extension-ceasefire,The Gaza cease-fire with Hamas is extended another day as Blinken arrives in Israel,"November 30, 2023 4:39 AM",NA,NA
https://www.mprnews.org/story/2023/12/03/npr-gaza-heritage-sites-destroyed-israel,More than 100 Gaza heritage sites have been damaged or destroyed by Israeli attacks,"December 4, 2023 5:04 AM",NA,NA
https://www.mprnews.org/story/2023/12/07/centenarian-survivors-of-pearl-harbor-attack-return-to-honor-those-who-perished-82-years-ago,Centenarian survivors of Pearl Harbor attack return to honor those who perished 82 years ago,"December 7, 2023 9:43 AM",n/a,"ShareTwitterTwitterFacebookFacebookMailEmailIra “Ike” Schab had just showered, put on a clean sailor's uniform and closed his locker aboard the USS Dobbin when he heard a call for a fire rescue party.He went topside to see the USS Utah capsizing and Japanese planes in the air. He scurried back below deck to grab boxes of ammunition and joined a daisy chain of sailors feeding shells to an anti-aircraft gun up above. He remembers being only 140 pounds (63.50 kilograms) as a 21-year-old, but somehow finding the strength to lift boxes weighing almost twice that.“We were pretty startled. Startled and scared to death,” Schab, now 103, said at his home in Beaverton, Oregon, where he lives with his daughter. “We didn’t know what to expect and we knew that if anything happened to us, that would be it.”Eighty-two years later, Schab plans to return to Pearl Harbor Thursday on the anniversary of the attack to remember the more than 2,300 servicemen killed. He's expected to be one of just six survivors at a ceremony commemorating the assault that propelled the United States into World War II. The actual number may fluctuate depending on how many of the increasingly frail men are able to attend.Grow the Future of Public MediaMPR News is supported by Members. Gifts from individuals power everything you find here. Make a gift of any amount today to become a Member! Donate Today HeartPearl Harbor survivor Ira ""Ike"" Schab, 103, looks at an old photo of himself with a saxophone while sitting at the kitchen table in his home in Beaverton, Ore. on Nov. 20.Claire Rush | APThe aging pool of Pearl Harbor survivors has been rapidly shrinking. There is now just one crew member of the USS Arizona still living, 102-year-old Lou Conter of California. Two years ago, survivors who attended the 80th anniversary remembrance ceremony ranged in age from 97 to 103. They'll be even older this time.David Kilton, the National Park Service's interpretation, education and visitor services lead for Pearl Harbor, noted that for many years survivors frequently volunteered to share their experiences with visitors to the historic site. That's not possible anymore.“We could be the best storytellers in the world and we can't really hold a candle to those that lived it sharing their stories firsthand,” Kilton said. “But now that we are losing that generation and won’t have them very much longer, the opportunity shifts to reflect even more so on the sacrifices that were made, the stories that they did share.”The U.S. Department of Veterans Affairs doesn’t keep statistics for how many Pearl Harbor survivors are still living. But department data show that of the 16 million who served in World War II, only about 120,000 were alive as of October and an estimated 131 die each day.There were about 87,000 military personnel on Oahu at the time of the attack, according to a rough estimate compiled by military historian J. Michael Wenger.Schab never spoke much about Pearl Harbor until about a decade ago. He's since been sharing his story with his family, student groups and history buffs. And he's returned to Pearl Harbor several times since.Pearl Harbor survivor Ira ""Ike"" Schab, 103, wears a U.S. Navy cap as he sits at the kitchen table in his home in Beaverton, Ore. on Nov. 20. Claire Rush | APThe reason? “To pay honor to the guys that didn’t make it,” he said.Thursday's ceremony will be held on a field across the harbor from the USS Arizona Memorial, a white structure that sits above the rusting hull of the battleship, which exploded in a fireball and sank shortly after being hit. More than 1,100 sailors and Marines from the Arizona were killed and more than 900 are entombed inside.A moment of silence will be held at 7:55 a.m., the same time the attack began on Dec. 7, 1941.The Dobbin lost three sailors, according to Navy records. One was killed in action and two died later of wounds suffered when fragments from a bomb struck the ship's stern. All had been manning an anti-aircraft gun.That Sunday morning had started peacefully for Schab. He was expecting a visit from his brother, who was also in the Navy and was assigned to a naval radio station in Wahiawa, north of Pearl Harbor. The two never did get together that day.Schab spent most of World War II in the Pacific with the Navy, going to the New Hebrides, now known as Vanuatu, and then the Mariana Islands and Okinawa.He was never wounded. He told the Best Defense Foundation in an online interview three years ago that he must have had a guardian angel.“You’re scared stiff, but you stagger through the events as they happen and hope everything’s going to turn out all right,” he said.After the war, he worked on the Apollo program sending astronauts to the moon as an electrical engineer at General Dynamics. In retirement he volunteered as a state park docent in Malibu, California, explaining the migration patterns of monarch butterflies.A tuba player in the Navy, Schab stayed close with his bandmates long after the war. For decades, they organized annual reunions, said his daughter Kimberlee Heinrichs.Schab has slowed down in recent years. But he still gets together each week for cocktails over Zoom with younger members of his fraternity, Delta Sigma Phi. He drinks cranberry-raspberry juice.These days, he’s happiest listening to big band jazz and audiobooks and going out to meet new people, Heinrichs said.At his age, he's thankful to still be able to return to Pearl Harbor. Heinrichs is going with him, along with caregivers. The family has a GoFundMe account to help them raise money for the pilgrimage.“Just grateful that I’m still here,” Schab said. “That’s really how it feels. Grateful.”The personal Sandra Day O'Connor: A backstage force and front stage star20 years ago, the supersonic passenger jet Concorde flew for the last time'A Charlie Brown Thanksgiving' turns 50 this year. How has it held up?"
